"","age","workclass","education","marital.status","occupation","relationship","race","gender","hrs.per.week","class"
"8936",36,"Federal-gov","Bachelors","Married-civ-spouse","Exec-managerial","Wife","White","Female",40,"<=50K"
"8937",46,"Private","Bachelors","Never-married","Prof-specialty","Not-in-family","White","Female",40,"<=50K"
"8938",45,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",40,">50K"
"8939",18,"Private","Some-college","Never-married","Other-service","Own-child","White","Female",16,"<=50K"
"8940",62,"Private","Some-college","Married-civ-spouse","Transport-moving","Husband","White","Male",60,"<=50K"
"8941",33,"Private","HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",40,"<=50K"
"8942",42,"Private","HS-grad","Divorced","Craft-repair","Unmarried","White","Male",40,"<=50K"
"8943",18,"Private","Some-college","Never-married","Prof-specialty","Own-child","White","Female",40,"<=50K"
"8944",32,"Private","Assoc-voc","Divorced","Adm-clerical","Unmarried","White","Female",40,"<=50K"
"8945",43,"Private","7th-8th","Married-civ-spouse","Transport-moving","Husband","Black","Male",40,"<=50K"
"8946",20,"Private","HS-grad","Never-married","Other-service","Unmarried","Black","Female",25,"<=50K"
"8947",50,"Private","Bachelors","Divorced","Sales","Not-in-family","White","Male",45,"<=50K"
"8948",36,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",40,"<=50K"
"8949",22,"Private","HS-grad","Never-married","Craft-repair","Own-child","White","Male",40,"<=50K"
"8950",30,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","Black","Male",40,"<=50K"
"8951",33,"Self-emp-not-inc","HS-grad","Never-married","Craft-repair","Not-in-family","White","Male",40,"<=50K"
"8952",43,"Local-gov","Assoc-acdm","Married-civ-spouse","Tech-support","Husband","White","Male",43,"<=50K"
"8953",38,"Private","Some-college","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",40,"<=50K"
"8954",34,"Local-gov","Bachelors","Never-married","Other-service","Not-in-family","White","Male",14,"<=50K"
"8955",40,"Private","Some-college","Separated","Adm-clerical","Unmarried","White","Female",45,"<=50K"
"8956",40,"Private","HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",40,"<=50K"
"8957",41,"Local-gov","Prof-school","Married-civ-spouse","Prof-specialty","Husband","White","Male",50,">50K"
"8958",57,"Private","Some-college","Married-civ-spouse","Sales","Husband","White","Male",50,">50K"
"8959",52,"Federal-gov","Some-college","Married-civ-spouse","Other-service","Husband","White","Male",50,"<=50K"
"8960",18,"Private","HS-grad","Never-married","Handlers-cleaners","Own-child","White","Male",25,"<=50K"
"8961",48,"Private","Assoc-acdm","Married-civ-spouse","Prof-specialty","Husband","White","Male",45,"<=50K"
"8962",45,"Private","5th-6th","Divorced","Transport-moving","Unmarried","White","Male",40,"<=50K"
"8963",24,"Private","HS-grad","Married-civ-spouse","Protective-serv","Husband","White","Male",40,"<=50K"
"8964",27,"State-gov","Assoc-acdm","Never-married","Protective-serv","Not-in-family","White","Male",40,"<=50K"
"8965",40,"Private","Masters","Married-civ-spouse","Exec-managerial","Husband","White","Male",50,">50K"
"8966",44,"State-gov","Bachelors","Married-civ-spouse","Adm-clerical","Husband","White","Male",40,"<=50K"
"8967",24,"Private","HS-grad","Never-married","Farming-fishing","Own-child","Black","Male",50,"<=50K"
"8968",71,"Private","Prof-school","Married-civ-spouse","Prof-specialty","Husband","White","Male",16,"<=50K"
"8969",17,"Private","12th","Never-married","Sales","Own-child","White","Male",40,"<=50K"
"8970",57,"Self-emp-not-inc","Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",40,"<=50K"
"8971",33,"Private","HS-grad","Married-civ-spouse","Handlers-cleaners","Husband","White","Male",40,"<=50K"
"8972",41,"Private","HS-grad","Married-civ-spouse","Other-service","Husband","White","Male",40,"<=50K"
"8973",25,"Private","Bachelors","Never-married","Adm-clerical","Own-child","White","Female",40,"<=50K"
"8974",42,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Farming-fishing","Husband","White","Male",15,"<=50K"
"8975",34,"Private","HS-grad","Never-married","Handlers-cleaners","Not-in-family","White","Male",40,"<=50K"
"8976",27,"Local-gov","Bachelors","Never-married","Prof-specialty","Not-in-family","White","Female",45,"<=50K"
"8977",24,"Private","Bachelors","Never-married","Prof-specialty","Own-child","White","Male",20,"<=50K"
"8978",23,"Private","Bachelors","Never-married","Handlers-cleaners","Own-child","White","Male",30,"<=50K"
"8979",33,"Private","Some-college","Married-civ-spouse","Prof-specialty","Husband","White","Male",40,"<=50K"
"8980",58,"Self-emp-inc","Assoc-voc","Divorced","Sales","Not-in-family","White","Male",56,"<=50K"
"8981",25,"Private","9th","Married-civ-spouse","Handlers-cleaners","Husband","White","Male",40,"<=50K"
"8982",44,"Private","Masters","Never-married","Prof-specialty","Not-in-family","White","Female",55,"<=50K"
"8983",53,"Federal-gov","HS-grad","Married-civ-spouse","Prof-specialty","Husband","White","Male",40,">50K"
"8984",38,"Local-gov","HS-grad","Married-civ-spouse","Adm-clerical","Wife","White","Female",35,">50K"
"8985",36,"Private","Bachelors","Never-married","Prof-specialty","Not-in-family","White","Female",45,">50K"
"8986",25,"State-gov","HS-grad","Never-married","Exec-managerial","Not-in-family","White","Male",40,"<=50K"
"8987",54,"Federal-gov","Bachelors","Divorced","Exec-managerial","Unmarried","White","Female",40,"<=50K"
"8988",31,"Private","12th","Separated","Transport-moving","Unmarried","Black","Male",40,"<=50K"
"8989",18,"State-gov","HS-grad","Never-married","Adm-clerical","Own-child","White","Male",40,"<=50K"
"8990",40,"Private","HS-grad","Divorced","Other-service","Not-in-family","Black","Male",40,"<=50K"
"8991",26,"Private","Some-college","Married-civ-spouse","Sales","Wife","Black","Female",40,"<=50K"
"8992",33,"Private","Bachelors","Never-married","Prof-specialty","Not-in-family","White","Male",50,"<=50K"
"8993",22,"Private","Assoc-acdm","Never-married","Exec-managerial","Not-in-family","White","Male",55,"<=50K"
"8994",50,"State-gov","Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",40,"<=50K"
"8995",44,"Private","HS-grad","Divorced","Adm-clerical","Not-in-family","White","Female",40,"<=50K"
"8996",37,"Private","HS-grad","Never-married","Other-service","Unmarried","Black","Male",40,"<=50K"
"8997",34,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Craft-repair","Husband","White","Male",40,"<=50K"
"8998",45,"Federal-gov","Some-college","Widowed","Tech-support","Not-in-family","White","Female",45,">50K"
"8999",25,"Private","10th","Married-civ-spouse","Other-service","Own-child","White","Female",35,"<=50K"
"9000",20,"Private","Some-college","Separated","Sales","Unmarried","Black","Female",40,"<=50K"
"9001",46,"Federal-gov","HS-grad","Never-married","Adm-clerical","Not-in-family","Amer-Indian-Eskimo","Male",40,"<=50K"
"9002",26,"Private","Assoc-acdm","Never-married","Tech-support","Own-child","White","Male",40,"<=50K"
"9003",57,"Private","HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male",40,">50K"
"9004",28,"Private","Assoc-voc","Never-married","Sales","Not-in-family","White","Male",40,"<=50K"
"9005",36,"Private","Some-college","Married-civ-spouse","Sales","Husband","White","Male",45,">50K"
"9006",32,"Private","HS-grad","Never-married","Handlers-cleaners","Not-in-family","White","Female",40,"<=50K"
"9007",29,"Private","Bachelors","Never-married","Sales","Not-in-family","White","Male",50,">50K"
"9008",36,"Private","Bachelors","Divorced","Prof-specialty","Unmarried","White","Male",45,"<=50K"
"9009",19,"Private","HS-grad","Never-married","Handlers-cleaners","Own-child","White","Male",30,"<=50K"
"9010",48,"Private","Masters","Married-civ-spouse","Transport-moving","Husband","White","Male",55,">50K"
"9011",49,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Craft-repair","Husband","White","Male",50,"<=50K"
"9012",55,"Private","Masters","Married-civ-spouse","Tech-support","Husband","White","Male",20,">50K"
"9013",61,"Private","HS-grad","Divorced","Farming-fishing","Not-in-family","White","Female",82,"<=50K"
"9014",42,"Local-gov","Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male",40,">50K"
"9015",42,"Federal-gov","Assoc-acdm","Divorced","Adm-clerical","Not-in-family","White","Female",40,"<=50K"
"9016",30,"Local-gov","Assoc-voc","Married-civ-spouse","Protective-serv","Husband","White","Male",40,"<=50K"
"9017",32,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",40,"<=50K"
"9018",37,"Private","Some-college","Married-civ-spouse","Transport-moving","Husband","White","Male",40,">50K"
"9019",35,"Private","Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",45,"<=50K"
"9020",30,"Private","Assoc-voc","Married-spouse-absent","Adm-clerical","Not-in-family","White","Female",40,"<=50K"
"9021",55,"Private","Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male",70,">50K"
"9022",36,"Private","Some-college","Married-civ-spouse","Transport-moving","Husband","White","Male",40,"<=50K"
"9023",33,"Private","HS-grad","Never-married","Other-service","Own-child","White","Male",48,"<=50K"
"9024",56,"Local-gov","Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",40,">50K"
"9025",26,"Private","Assoc-voc","Married-civ-spouse","Craft-repair","Husband","White","Male",40,"<=50K"
"9026",37,"Private","HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",40,"<=50K"
"9027",28,"Private","HS-grad","Never-married","Sales","Own-child","White","Male",60,"<=50K"
"9028",38,"Private","HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male",50,"<=50K"
"9029",48,"Private","Some-college","Widowed","Adm-clerical","Unmarried","White","Female",43,"<=50K"
"9030",35,"Private","Assoc-acdm","Married-civ-spouse","Craft-repair","Husband","White","Male",40,"<=50K"
"9031",39,"Local-gov","Bachelors","Married-civ-spouse","Craft-repair","Husband","White","Male",40,"<=50K"
"9032",64,"Private","HS-grad","Married-civ-spouse","Other-service","Husband","White","Male",40,"<=50K"
"9033",22,"Private","HS-grad","Never-married","Adm-clerical","Unmarried","Black","Female",40,"<=50K"
"9034",45,"Local-gov","Bachelors","Married-civ-spouse","Sales","Husband","White","Male",40,">50K"
"9035",43,"State-gov","HS-grad","Divorced","Adm-clerical","Unmarried","White","Female",50,">50K"
"9036",23,"Private","Some-college","Never-married","Other-service","Own-child","White","Female",37,"<=50K"
"9037",25,"Private","10th","Never-married","Handlers-cleaners","Own-child","Black","Male",40,"<=50K"
"9038",39,"Private","Masters","Married-civ-spouse","Prof-specialty","Husband","White","Male",50,">50K"
"9039",63,"Private","HS-grad","Married-civ-spouse","Sales","Wife","White","Female",35,"<=50K"
"9040",37,"Private","Prof-school","Married-civ-spouse","Prof-specialty","Husband","White","Male",40,">50K"
"9041",26,"Federal-gov","HS-grad","Married-civ-spouse","Adm-clerical","Husband","Other","Male",40,"<=50K"
"9042",28,"Private","Some-college","Never-married","Adm-clerical","Not-in-family","White","Female",40,"<=50K"
"9043",20,"Private","Some-college","Never-married","Other-service","Own-child","White","Female",20,"<=50K"
"9044",34,"Private","HS-grad","Married-civ-spouse","Adm-clerical","Wife","White","Female",20,"<=50K"
"9045",34,"Private","Some-college","Married-civ-spouse","Transport-moving","Husband","White","Male",40,"<=50K"
"9046",41,"Private","HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",40,">50K"
"9047",38,"Private","Some-college","Married-civ-spouse","Sales","Husband","White","Male",50,">50K"
"9048",36,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",40,">50K"
"9049",46,"Self-emp-inc","Bachelors","Married-civ-spouse","Sales","Husband","White","Male",72,">50K"
"9050",49,"Private","Some-college","Widowed","Sales","Unmarried","White","Female",30,"<=50K"
"9051",26,"Local-gov","Bachelors","Never-married","Prof-specialty","Own-child","White","Female",35,"<=50K"
"9052",28,"Private","HS-grad","Divorced","Adm-clerical","Not-in-family","White","Female",35,"<=50K"
"9053",54,"Self-emp-inc","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",40,">50K"
"9054",24,"Private","Some-college","Never-married","Handlers-cleaners","Own-child","White","Male",50,"<=50K"
"9055",23,"Private","Some-college","Never-married","Exec-managerial","Own-child","White","Male",30,"<=50K"
"9056",55,"Local-gov","HS-grad","Divorced","Adm-clerical","Not-in-family","White","Female",40,"<=50K"
"9057",58,"Self-emp-not-inc","9th","Separated","Craft-repair","Not-in-family","White","Male",40,"<=50K"
"9058",19,"Private","10th","Never-married","Other-service","Other-relative","Black","Female",20,"<=50K"
"9059",45,"Private","Some-college","Never-married","Sales","Not-in-family","White","Male",52,"<=50K"
"9060",30,"Private","Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",45,">50K"
"9061",76,"Private","HS-grad","Widowed","Other-service","Unmarried","White","Female",33,"<=50K"
"9062",47,"Private","HS-grad","Separated","Adm-clerical","Unmarried","White","Female",40,"<=50K"
"9063",34,"Private","Some-college","Divorced","Transport-moving","Not-in-family","White","Male",40,"<=50K"
"9064",40,"Private","Some-college","Married-civ-spouse","Adm-clerical","Wife","White","Female",35,">50K"
"9065",24,"Private","HS-grad","Separated","Other-service","Unmarried","White","Female",25,"<=50K"
"9066",30,"Private","Bachelors","Married-civ-spouse","Prof-specialty","Wife","White","Female",50,">50K"
"9067",67,"Private","Some-college","Married-civ-spouse","Transport-moving","Husband","White","Male",10,">50K"
"9068",24,"Private","HS-grad","Married-civ-spouse","Machine-op-inspct","Wife","White","Female",40,"<=50K"
"9069",43,"Local-gov","Some-college","Divorced","Adm-clerical","Unmarried","White","Female",40,"<=50K"
"9070",29,"Private","12th","Never-married","Craft-repair","Unmarried","White","Male",40,"<=50K"
"9071",40,"Private","HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",40,"<=50K"
"9072",61,"Federal-gov","Some-college","Married-civ-spouse","Prof-specialty","Husband","White","Male",40,"<=50K"
"9073",45,"Local-gov","Doctorate","Married-civ-spouse","Exec-managerial","Husband","White","Male",45,">50K"
"9074",21,"State-gov","Some-college","Never-married","Tech-support","Not-in-family","White","Female",50,"<=50K"
"9075",58,"Private","HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",40,">50K"
"9076",52,"Private","Some-college","Married-civ-spouse","Tech-support","Husband","White","Male",40,"<=50K"
"9077",34,"Private","HS-grad","Never-married","Adm-clerical","Own-child","White","Male",40,"<=50K"
"9078",20,"Private","Some-college","Never-married","Prof-specialty","Other-relative","Black","Female",20,"<=50K"
"9079",46,"Private","HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",40,"<=50K"
"9080",54,"Private","Some-college","Divorced","Exec-managerial","Not-in-family","White","Female",40,"<=50K"
"9081",43,"State-gov","Masters","Married-civ-spouse","Prof-specialty","Husband","White","Male",40,">50K"
"9082",21,"Private","Assoc-acdm","Never-married","Adm-clerical","Not-in-family","White","Female",25,"<=50K"
"9083",65,"Private","Some-college","Divorced","Prof-specialty","Not-in-family","White","Male",50,">50K"
"9084",37,"Private","HS-grad","Divorced","Other-service","Not-in-family","White","Male",40,"<=50K"
"9085",29,"Private","HS-grad","Divorced","Other-service","Not-in-family","White","Male",40,">50K"
"9086",44,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",40,">50K"
"9087",37,"Federal-gov","Some-college","Married-civ-spouse","Adm-clerical","Husband","White","Male",40,">50K"
"9088",38,"Private","Some-college","Married-civ-spouse","Other-service","Wife","Black","Female",40,"<=50K"
"9089",35,"Private","Some-college","Married-civ-spouse","Sales","Husband","White","Male",70,"<=50K"
